Title,Description,Address,Price,Beds,Baths,Toilets,Date_Info
To Let Executive 2 Bedroom Flat At Ipaja Lagos,2 BEDROOM BLOCK OF FLATS FOR RENT,Ipaja Lagos,"₦1,300,000/year",2,2,2,"Updated 22 Jun 2026, Added 08 Jan 2026"
Tastefully Furnished Room And Parlor,1 BEDROOM MINI FLAT FOR RENT,Lekki Phase 1 Lekki Lagos,"₦16,000,000/year",1,1,2,"Updated 22 Jun 2026, Added 28 Jan 2026"
Fully Serviced 2 Bedroom,2 BEDROOM BLOCK OF FLATS FOR RENT,Adjacent Dome Church Freedom Way Lekki Phase 1 Lekki Lagos,"₦14,000,000/year",2,2,3,"Updated 22 Jun 2026, Added 29 Jan 2026"
Tastefully Furnished 3 Bedroom,3 BEDROOM BLOCK OF FLATS FOR RENT,Banana Island Ikoyi Lagos,"₦60,000,000/year",3,3,4,"Updated 22 Jun 2026, Added 29 Jan 2026"
Lekki 1 Ologolo 2 Bedroom Flat For Rent,2 BEDROOM BLOCK OF FLATS FOR RENT,Ologolo Ologolo Lekki Lagos,"₦23,000,000",2,2,3,"Updated 22 Jun 2026, Added 15 May 2026"
Lekki 1 Ikate 3bedroom Apartment For Rent,3 BEDROOM BLOCK OF FLATS FOR RENT,Lekki1 Ikate Ikate Elegushi Lekki Lagos,"₦18,000,000",3,3,4,"Updated 22 Jun 2026, Added 15 May 2026"
Ocean Bay Estate 2 Bedroom Apartment,2 BEDROOM BLOCK OF FLATS FOR RENT,Ocean Drive Estates Chevron Drive Lekki Lagos,"₦6,000,000",2,2,3,"Updated 22 Jun 2026, Added 14 May 2026"
Self Serviced 3 Bedroom Terrace Duplex,3 BEDROOM TERRACED DUPLEX For Sale,Sangotedo Ajah Lagos,"₦95,000,000",3,,,"Updated 22 Jun 2026, Added 22 Jan 2026"
Ikoyi Banana Island 5 Bedroom Detached House For Rent,5 BEDROOM DETACHED DUPLEX FOR RENT,Banana Island Banana Island Ikoyi Lagos,"₦125,000,000",5,5,6,"Updated 22 Jun 2026, Added 18 May 2026"
Single Tenant Takes All:12units Of 3 Bedroom Apartment With Bq For Rent Old Ikoyi Lagos,3 BEDROOM BLOCK OF FLATS FOR RENT,Old Ikoyi Ikoyi Lagos,"₦25,000,000/year",3,3,4,"Updated 22 Jun 2026, Added 22 Nov 2025"
Lekki Phase1 Land For Lease,MIXED USE LAND FOR RENT,Lekki Phase 1 Lekki Phase 1 Lekki Lagos,"₦60,000,000",,,,"Updated 22 Jun 2026, Added 12 Dec 2025"
To Let Executive Newly Built Miniflat At Lawanson Surulere,1 BEDROOM MINI FLAT FOR RENT,Lawanson Surulere Lagos,"₦2,500,000/year",1,1,1,"Updated 22 Jun 2026, Added 04 May 2026"
4 Bedroom Water Front Maissonaite,4 BEDROOM MAISONETTE FOR RENT,Bourdillon Road Bourdillon Ikoyi Lagos,"₦60,000,000/year",4,4,5,"Updated 22 Jun 2026, Added 04 May 2026"
To Let Executive Newly Built Miniflat At Fadeyi Shomolu,1 BEDROOM MINI FLAT FOR RENT,Fadeyi Shomolu Lagos,"₦2,000,000/year",1,1,1,"Updated 22 Jun 2026, Added 02 May 2026"
To Let Standard Miniflat At Ikate Surulere,1 BEDROOM MINI FLAT FOR RENT,Itire Ikate Surulere Lagos,"₦2,500,000/year",1,1,1,"Updated 22 Jun 2026, Added 05 May 2026"
5 Bedroom Semi Detached Duplex With 2 Room Bq,5 BEDROOM DUPLEX FOR RENT,Emma Abimbola Lekki 1 Lekki Phase 1 Lekki Lagos,"₦45,000,000",5,5,6,"Updated 22 Jun 2026, Added 10 Jun 2026"
Victoria Island Roof Top 3bedroom Penthouse On 200sqm,3 BEDROOM TERRACE FOR RENT,Victoria Island Victoria Island Lagos,"₦80,000,000",3,3,4,"Updated 22 Jun 2026, Added 14 Jun 2026"
Luxury 4 Bedroom Duplex,4 BEDROOM SEMI DETACHED DUPLEX FOR RENT,Lekki Palm City Estate Addo Ajah Lagos,"₦8,000,000/year",4,4,5,"Updated 22 Jun 2026, Added 24 Jan 2026"
To Let Standard Room Self Contain At Bariga Lagos,SELF CONTAIN FOR RENT,Bariga Shomolu Lagos,"₦500,000/year",,,,"Updated 22 Jun 2026, Added 02 May 2026"
1 Bedroom Shortlet In Osapa London,1 BEDROOM FLAT & APARTMENT For Rent,Osapa London Lekki Lagos,"₦6,000,000/year",1,1,1,Updated Today
Unfurnished,4 BEDROOM DETACHED DUPLEX FOR RENT,Lugard Ikoyi Ikoyi Lagos,"₦60,000,000/year",4,5,5,"Updated 22 Jun 2026, Added 12 May 2026"
Spacious 4 Bedroom Semi Detached Duplex With Fitted Acs,4 BEDROOM SEMI DETACHED DUPLEX FOR RENT,Chevron Drive Lekki Lagos,"₦12,000,000/year",4,4,5,"Updated 22 Jun 2026, Added 08 Mar 2026"
To Let Standard 2 Bedroom Flat At Magodo Phase One,2 BEDROOM BLOCK OF FLATS FOR RENT,Magodo Gra Phase 1 Ojodu Lagos,"₦2,500,000/year",2,2,2,"Updated 22 Jun 2026, Added 09 Dec 2025"
Filling Station For Lease At Ijebu Ode Ogun State,FILLING STATION FOR RENT,Ijebu Ogun,"₦15,000,000/year",,,,"Updated 22 Jun 2026, Added 30 Oct 2025"
To Let Executive 4 Bedroom Duplex At Magodo Phase One,4 BEDROOM SEMI DETACHED DUPLEX FOR RENT,Magodo Gra Phase 1 Ojodu Lagos,"₦9,000,000/year",4,4,4,"Updated 22 Jun 2026, Added 19 Nov 2025"
"To Let‼️ Fully Serviced Brand New 2 Bedroom Apartment – Off Freedomway, Lekki",2 BEDROOM BLOCK OF FLATS FOR RENT,Off Freedom Way Lekki Phase 1 Lekki Lagos,"₦13,000,000/year",2,2,3,"Updated 22 Jun 2026, Added 21 Nov 2025"
Well Maintained 5 Bedroom Duplex,5 BEDROOM SEMI DETACHED DUPLEX FOR RENT,Lekki Scheme 2 Estate Abraham Adesanya Ajah Lagos,"₦12,000,000/year",5,5,6,"Updated 22 Jun 2026, Added 21 Jan 2026"
Tastefully Furnished 3 Bedroom,3 BEDROOM BLOCK OF FLATS FOR RENT,Banana Island Road Banana Island Ikoyi Lagos,"₦60,000,000/year",3,3,4,"Updated 22 Jun 2026, Added 23 Jan 2026"
Tastefully Finished 3 Bedroom,3 BEDROOM BLOCK OF FLATS FOR RENT,Oniru Victoria Island Lagos,"₦20,000,000/year",3,3,4,"Updated 22 Jun 2026, Added 19 Jan 2026"
Exquisite 5bedroom Duplex With Pool And Bq,5 BEDROOM DETACHED DUPLEX For Sale,Ikota Lekki Lagos,"₦350,000,000",5,,,"Updated 22 Jun 2026, Added 23 Feb 2026"
"4 Bedroom Penthouse In Ikoyi, Lagos.",4 BEDROOM BLOCK OF FLATS FOR RENT,Ikoyi Lagos,"₦90,000,000/year",4,4,5,"Updated 22 Jun 2026, Added 19 Jan 2026"
"Lekki 1, Fully Furnished Automated 2 Bedroom Flat For Rent",3 BEDROOM BLOCK OF FLATS FOR RENT,Lekki Phase1 Lekki Phase 1 Lekki Lagos,"₦28,500,000",3,3,4,"Updated 22 Jun 2026, Added 17 Jan 2026"
Brand New 3 Bedroom,3 BEDROOM BLOCK OF FLATS FOR RENT,Salem Ilasan Ikate Ilasan Lekki Lagos,"₦9,000,000/year",3,3,4,"Updated 22 Jun 2026, Added 14 Jan 2026"
Spacious 4 Bedroom Duplex,4 BEDROOM SEMI DETACHED DUPLEX FOR RENT,Salem Ikate Ikate Elegushi Lekki Lagos,"₦13,000,000/year",4,4,5,"Updated 22 Jun 2026, Added 25 Jan 2026"
Live Or Work In Style – 4 Bedroom Semi Detached Duplex,4 BEDROOM SEMI DETACHED DUPLEX FOR RENT,Marwa Lekki Lagos,"₦25,000,000/year",4,4,5,"Updated 22 Jun 2026, Added 21 Apr 2026"
Smart Value Living – 3 Bedroom Terrace + Bq,3 BEDROOM TERRACED DUPLEX FOR RENT,Ologolo Lekki Lagos,"₦12,000,000/year",3,3,4,"Updated 22 Jun 2026, Added 21 Apr 2026"
Sharp Room Upstairs,1 BEDROOM SHARED APARTMENT FOR RENT,Badore Ajah Lagos,"₦750,000/year",1,1,2,"Updated 22 Jun 2026, Added 01 Jun 2026"
Luxury 3 Bedroom Duplex,3 BEDROOM SEMI DETACHED DUPLEX FOR RENT,Ikate Elegushi Lekki Lagos,"₦30,000,000/year",3,3,4,"Updated 22 Jun 2026, Added 03 Jun 2026"
Luxury Serviced Studio Apartment,1 BEDROOM STUDIO APARTMENT FOR RENT,Orchid Road Close To The Bus Stop Lekki Lagos,"₦2,150,000/year",1,1,1,"Updated 22 Jun 2026, Added 04 Jun 2026"
Luxury 3 Bedroom,3 BEDROOM FLAT & APARTMENT FOR RENT,Lekki Phase 1 Lekki Lagos,"₦15,000,000/year",3,3,4,"Updated 22 Jun 2026, Added 02 Jun 2026"
Luxury Newly Renovated 4 Bed Duplex,4 BEDROOM TERRACED DUPLEX FOR RENT,Tulip Haven Estate Chevron Lekki Lagos,"₦12,000,000/year",4,4,5,"Updated 22 Jun 2026, Added 03 Jun 2026"
Premium Medium Sized 5 Bedroom Terrace+bq+pool,5 BEDROOM TERRACED DUPLEX For Rent,Banana Island Estate Banana Island Ikoyi Lagos,"₦65,000,000",5,5,6,"Updated 22 Jun 2026, Added 04 Jun 2026"
Executive 2 Bedroom Flat,2 BEDROOM BLOCK OF FLATS FOR RENT,Governors Road Ikotun Ikotun Igando Lagos,"₦2,000,000/year",2,2,2,"Updated 22 Jun 2026, Added 03 Jun 2026"
"Luxury 5bedroom Semidetached Duplex With Pool,gym For Rent In Banana Island Ikoyi Lagos",5 BEDROOM SEMI DETACHED DUPLEX FOR RENT,Estate Banana Island Ikoyi Lagos,"₦100,000,000/year",5,5,6,"Updated 22 Jun 2026, Added 23 Nov 2025"
"To Let – 3 Bedroom Apartment With Bq & Swimming Pool, Lekki Phase 1",3 BEDROOM BLOCK OF FLATS FOR RENT,Lekki Phase 1 Lekki Lagos,"₦20,000,000/year",3,3,4,"Updated 22 Jun 2026, Added 20 Nov 2025"
Luxury 3 Bedroom Terrace Duplex,3 BEDROOM TERRACED DUPLEX FOR RENT,Ikota Lekki Lagos,"₦7,000,000/year",3,3,4,"Updated 22 Jun 2026, Added 30 Nov 2025"
Fully Serviced 2 Bedroom Apartment + Bq,2 BEDROOM BLOCK OF FLATS FOR RENT,Freedom Way Lekki Phase 1 Lekki Lagos,"₦14,000,000/year",2,2,3,"Updated 22 Jun 2026, Added 30 Nov 2025"
Luxury Furnished 3 Bedroom Maisonette With Pool & Gym,3 BEDROOM MAISONETTE FOR RENT,Ikoyi Ikoyi Lagos,"₦55,000,000/year",3,3,4,"Updated 22 Jun 2026, Added 15 Mar 2026"
Comfortable 3 Bedroom Flat,3 BEDROOM BLOCK OF FLATS FOR RENT,Lekki Phase 1 Lekki Lagos,"₦20,000,000/year",3,3,4,"Updated 22 Jun 2026, Added 17 Mar 2026"
Comfortable 2 Bedroom Terrace Duplex For Rent,2 BEDROOM TERRACED DUPLEX FOR RENT,Ikota Lekki Lagos,"₦5,000,000/year",2,2,3,"Updated 22 Jun 2026, Added 17 Mar 2026"
Luxury Room And Parlor,1 BEDROOM MINI FLAT FOR RENT,Victoria Crest Estate Orchid Road Lekki Lagos,"₦3,000,000/year",1,1,1,"Updated 22 Jun 2026, Added 19 May 2026"
Luxury 1st Floor 4 Bedroom Apartment + Bq + Gym + Pool Etc,4 BEDROOM FLAT & APARTMENT For Sale,Banana Island Ikoyi Lagos,"₦1,000,000,000",4,4,5,"Updated 21 Jun 2026, Added 27 Aug 2025"
Luxury New Master Bedroom,1 BEDROOM SHARED APARTMENT FOR RENT,Osapa London Lekki Lagos,"₦4,000,000/year",1,1,1,"Updated 22 Jun 2026, Added 19 May 2026"
Newly Built 5 Bedroom Duplex,5 BEDROOM DETACHED DUPLEX FOR RENT,White Oak Estate Ologolo Lekki Lagos,"₦25,000,000/year",5,5,6,"Updated 22 Jun 2026, Added 22 May 2026"
Luxury New Fully Serviced 2 Bedroom,2 BEDROOM FLAT & APARTMENT FOR RENT,Off Freedom Way Lekki Lekki Lagos,"₦12,000,000/year",2,2,3,"Updated 22 Jun 2026, Added 20 May 2026"
To Let Standard Miniflat At Aguda Surulere,1 BEDROOM MINI FLAT FOR RENT,Aguda Surulere Lagos,"₦1,200,000/year",1,1,1,"Updated 22 Jun 2026, Added 29 Dec 2025"
3 Bedroom Apartment + Bq,3 BEDROOM BLOCK OF FLATS FOR RENT,Banana Island Ikoyi Lagos,"₦70,000,000/year",3,3,4,"Updated 22 Jun 2026, Added 29 Mar 2026"
To Let Standard Miniflat At Yakoyo Ojodu,1 BEDROOM FLAT & APARTMENT FOR RENT,Yakoyo Alagbole Ojodu Lagos,"₦1,400,000/year",1,1,1,"Updated 22 Jun 2026, Added 01 Jun 2026"
Three Bedroom Terrace Duplex,3 BEDROOM TERRACED DUPLEX FOR RENT,Harris Drive Vgc Extension Lekki Lagos Victoria Garden City Lekki Lagos,"₦6,500,000",3,3,4,"Updated 22 Jun 2026, Added 01 Jul 2025"
Effortless Island Living – 2 Bedroom Furnished Apartment || ₦40m,2 BEDROOM BLOCK OF FLATS FOR RENT,Banana Island Ikoyi Lagos,"₦40,000,000/year",2,2,3,"Updated 22 Jun 2026, Added 15 Apr 2026"
"To Let‼️ Luxurious 4 Bedroom Terraced Duplex With Bq – Ikate, Lekki",4 BEDROOM TERRACED DUPLEX FOR RENT,Ikate Elegushi Lekki Lagos,"₦22,000,000/year",4,4,,"Updated 22 Jun 2026, Added 20 Nov 2025"
Luxury Partly Furnished Room,1 BEDROOM SHARED APARTMENT FOR RENT,Buenevista Estate Off Orchid Road Lekki Lagos,"₦2,000,000/year",1,1,1,"Updated 22 Jun 2026, Added 05 Feb 2026"
To Let Executive New Miniflat At Aguda Surulere,1 BEDROOM MINI FLAT FOR RENT,Aguda Surulere Lagos,"₦2,500,000/year",1,1,1,"Updated 22 Jun 2026, Added 07 May 2026"
Fully Furnished / Smart 3 Bedroom Apartment For Annual Lease,3 BEDROOM BLOCK OF FLATS For Rent,Jahi By Gilmore Jahi Abuja Phase 2,"₦25,000,000/year",3,3,4,"Updated 15 Jun 2026, Added 05 May 2026"
To Let Newly Built 2 Bedroom Flat At Isawo Agric Ikorodu,2 BEDROOM BLOCK OF FLATS FOR RENT,Isawo Ikorodu Lagos,"₦800,000/year",2,2,2,"Updated 22 Jun 2026, Added 15 Dec 2025"
Brand New Mini Flat,1 BEDROOM MINI FLAT FOR RENT,Badore Ajah Lagos,"₦1,500,000/year",1,1,1,"Updated 22 Jun 2026, Added 14 Jun 2026"
Well Maintained 3 Bedroom,3 BEDROOM FLAT & APARTMENT FOR RENT,Lekki County Ikota Lekki Lagos,"₦3,500,000/year",3,3,4,"Updated 22 Jun 2026, Added 10 Jun 2026"
Executive Miniflat,1 BEDROOM MINI FLAT FOR RENT,Berger Ojodu Lagos,"₦1,800,000/year",1,1,1,"Updated 22 Jun 2026, Added 08 May 2026"
Newly Built 4 Bed Maisonette With Bq,4 BEDROOM MAISONETTE FOR RENT,Osapa London Osapa London Lekki Lagos,"₦25,000,000/year",4,4,5,"Updated 22 Jun 2026, Added 12 Jun 2026"
Newly Built 1 Bed Apartment,2 BEDROOM BLOCK OF FLATS FOR RENT,Sangotedo Sangotedo Ajah Lagos,"₦3,500,000/year",2,2,3,"Updated 22 Jun 2026, Added 13 Jun 2026"
"For Rent‼️ 3 Bedroom Terraced Duplex With Bq – Ikota, Lekki",3 BEDROOM TERRACED DUPLEX FOR RENT,Ikota Lekki Lagos,"₦8,000,000/year",3,3,4,"Updated 22 Jun 2026, Added 21 Nov 2025"
To Let Executive New Miniflat At Ijesha Surulere,1 BEDROOM MINI FLAT FOR RENT,Ijesha Surulere Lagos,"₦2,000,000/year",1,1,1,"Updated 22 Jun 2026, Added 01 Jun 2026"
Luxury Spacious 2 Bedroom,2 BEDROOM FLAT & APARTMENT FOR RENT,Lekki Right Side Lekki Phase 1 Lekki Lagos,"₦20,000,000/year",2,2,3,"Updated 22 Jun 2026, Added 11 Jun 2026"
Water Front 1000 Sqm Of Land In Banana Island Ikoyi,RESIDENTIAL LAND For Sale,Banana Island Ikoyi Lagos,"₦2,000,000,000",,,,Updated Today
Newly Built 2 Bed Apartment With Swimming Pool And Gym,2 BEDROOM MAISONETTE FOR RENT,Osapa London Osapa London Lekki Lagos,"₦15,000,000/year",2,2,3,"Updated 22 Jun 2026, Added 12 Jun 2026"
Old Ikoyi 3 Bedrm Mansionete For Rent,3 BEDROOM MAISONETTE FOR RENT,Old Ikoyi Old Ikoyi Ikoyi Lagos,"₦35,000,000",3,3,4,"Updated 22 Jun 2026, Added 09 Nov 2025"
Brand New 4 Bedroom Semi Detached Duplex In Lekki Phase 1,4 BEDROOM SEMI DETACHED DUPLEX FOR RENT,Lekki Phase 1 Lekki Lagos,"₦35,000,000/year",4,4,5,"Updated 22 Jun 2026, Added 10 Mar 2026"
Brand New Fully Furnished & Serviced Luxurious 2 Bedroom Apartment With Balcony,2 BEDROOM BLOCK OF FLATS FOR RENT,Ikate Elegushi Lekki Lagos,"₦14,000,000/year",2,2,3,"Updated 22 Jun 2026, Added 23 Sep 2025"
To Let Executive 2 Bedroom Flat At Magodo Phase One,2 BEDROOM BLOCK OF FLATS FOR RENT,Magodo Gra Phase 1 Ojodu Lagos,"₦4,000,000/year",2,2,2,"Updated 22 Jun 2026, Added 23 Jan 2026"
5 Bedroom Fully Detached House,5 BEDROOM SEMI DETACHED DUPLEX FOR RENT,Osapa Lekki Lagos,"₦30,000,000/year",5,5,6,"Updated 22 Jun 2026, Added 15 Apr 2026"
Straight Deal Living – 2 Bedroom Apartment,2 BEDROOM BLOCK OF FLATS FOR RENT,Ikate Elegushi Lekki Lagos,"₦10,000,000/year",2,2,3,"Updated 22 Jun 2026, Added 28 Apr 2026"
Standard Room Self Contain,SELF CONTAIN FOR RENT,Aguda Surulere Lagos,"₦1,200,000/year",0,0,0,"Updated 22 Jun 2026, Added 08 Jun 2026"
Luxury Self Contain,1 BEDROOM SELF CONTAIN FOR RENT,Addo Road By Kekere Bus Stop Addo Ajah Lagos,"₦850,000/year",1,1,1,"Updated 22 Jun 2026, Added 26 Mar 2026"
To Let: Fully Serviced 3 Bedroom Apartment,3 BEDROOM BLOCK OF FLATS FOR RENT,Ikate Elegushi Lekki Lagos,"₦15,000,000/year",3,3,4,"Updated 22 Jun 2026, Added 21 Nov 2025"
To Let Executive New Room Self Contain At Ijesha Surulere,SELF CONTAIN FOR RENT,Ijesha Surulere Lagos,"₦1,500,000/year",,,,"Updated 22 Jun 2026, Added 16 Jun 2026"
Fresh & Newly Furnished 3 Bedroom Apartment + Pool+elevator Etc,3 BEDROOM BLOCK OF FLATS For Rent,Banana Island Estate Banana Island Ikoyi Lagos,"₦40,000,000",3,3,4,"Updated 21 Jun 2026, Added 23 Apr 2026"
Rooms With Ac For Rent In A Shared Apartment Before Orchid Roundabout Orchid Road Lekki,1 BEDROOM SHARED APARTMENT FOR RENT,Estate Lekki Lagos,"₦1,500,000/year",1,1,1,"Updated 22 Jun 2026, Added 22 Nov 2025"
"Big Master’s Bedroom With Balcony | Royal Pine Estate, Orchid, Lekki",1 BEDROOM SHARED APARTMENT FOR RENT,Orchid Lekki Lagos,"₦2,700,000/year",1,1,1,"Updated 22 Jun 2026, Added 28 Oct 2025"
Luxury Furnished 2 Bedroom Apartment,2 BEDROOM BLOCK OF FLATS FOR RENT,Lekki Phase 1 Lekki Lagos,"₦25,000,000/year",2,2,3,"Updated 22 Jun 2026, Added 17 Mar 2026"
To Let Standard Shop At Sabo Yaba,SHOP FOR RENT,Sabo Yaba Lagos,"₦1,500,000/year",,,,"Updated 22 Jun 2026, Added 02 May 2026"
To Let Executive 4 Bedroom Duplex At Magodo Phase 2,4 BEDROOM DETACHED DUPLEX FOR RENT,Magodo Gra Phase 2 Kosofe Ikosi Lagos,"₦20,000,000",4,4,4,"Updated 22 Jun 2026, Added 03 Dec 2025"
Ikeja Adeniyi Jone 4bedrrm Detached Hs For Rent,4 BEDROOM DETACHED DUPLEX FOR RENT,Adeniyi Jones Adeniyi Jones Ikeja Lagos,"₦25,000,000",4,4,5,"Updated 22 Jun 2026, Added 12 Jun 2026"
For Lease Commercial 5 Bedroom Duplex At Ojodu Berger,OFFICE FOR RENT,Berger Ojodu Lagos,"₦20,000,000/year",,,,"Updated 22 Jun 2026, Added 13 Nov 2025"
A Sharp Self Gated 4bedroom Semidetached Duplex With Bq On Two Floors For Rent Osapa Lekki,4 BEDROOM SEMI DETACHED DUPLEX FOR RENT,Osapa London Lekki Lagos,"₦10,000,000/year",4,4,5,"Updated 22 Jun 2026, Added 05 Jun 2026"
Tastefully Finished 4 Bedroom Terrace Duplex With 1 Room Boys Quarters,4 BEDROOM TERRACED DUPLEX FOR RENT,Mende Maryland Lagos,"₦20,000,000/year",4,4,5,"Updated 22 Jun 2026, Added 12 Feb 2026"
Self Service 4bedroom Terrace Duplex,4 BEDROOM TERRACED DUPLEX For Sale,Sangotedo Ajah Lagos,"₦125,000,000",4,,,"Updated 22 Jun 2026, Added 23 Jan 2026"
Luxury Spacious 3 Bedroom,3 BEDROOM FLAT & APARTMENT FOR RENT,Thomas Estate Ajah Lagos,"₦5,000,000/year",3,3,4,"Updated 22 Jun 2026, Added 29 May 2026"
Request Warehouse Ilupeju Ikeja,WAREHOUSE FOR RENT,Ikeja Ikeja Lagos,"₦80,000,000",,,,"Updated 22 Jun 2026, Added 12 Dec 2025"
To Let Executive Miniflat At Gra Ikeja Lagos,1 BEDROOM MINI FLAT FOR RENT,Ikeja Gra Ikeja Lagos,"₦4,000,000/year",1,1,1,"Updated 22 Jun 2026, Added 23 Jan 2026"
To Let An Open Hall Space At Magodo,OFFICE FOR RENT,Magodo Kosofe Ikosi Lagos,"₦15,000,000/year",,,,"Updated 22 Jun 2026, Added 13 Nov 2025"
Luxury Standard Room Upstairs,1 BEDROOM SHARED APARTMENT FOR RENT,Salem Off Blenco Supermarket Ikate Elegushi Lekki Lagos,"₦2,500,000/year",1,1,2,"Updated 22 Jun 2026, Added 21 Jun 2026"
Well Fitted 1 Bedroom Apartment,1 BEDROOM BLOCK OF FLATS FOR RENT,Lekki Phase1 Lekki Phase 1 Lekki Lagos,"₦4,500,000/year",1,1,2,"Updated 22 Jun 2026, Added 11 Jun 2026"
Spacious Master Bedroom,1 BEDROOM STUDIO APARTMENT FOR RENT,Abraham Adesanya Estate Abraham Adesanya Ajah Lagos,"₦1,500,000/year",1,1,1,"Updated 22 Jun 2026, Added 21 Feb 2026"
Affordable Shared Living – 1 Bedroom (downstairs),1 BEDROOM SHARED APARTMENT FOR RENT,Ikota Lekki Lagos,"₦2,100,000/year",1,1,1,"Updated 22 Jun 2026, Added 18 Apr 2026"
To Let Standard 3 Bedroom Flat At Ago Palace,3 BEDROOM BLOCK OF FLATS FOR RENT,Ago Palace Isolo Lagos,"₦3,500,000/year",3,3,3,"Updated 22 Jun 2026, Added 08 Jan 2026"
Urban Duplex Living – 2 Bedroom Maisonette,2 BEDROOM MAISONETTE FOR RENT,Freedom Way Lekki Lagos,"₦22,000,000/year",2,2,3,"Updated 22 Jun 2026, Added 28 Apr 2026"
Room Self Contain For Rent At Fadeyi,1 BEDROOM SELF CONTAIN FOR RENT,Fadeyi Fadeyi Shomolu Lagos,"₦900,000",1,1,1,"Updated 22 Jun 2026, Added 07 Aug 2025"
Luxury 3 Bed Apartment On 2 Floors+bq+gym+pool+kids Play Area Etc In A Mini Estate,3 BEDROOM MAISONETTE For Rent,Old Ikoyi Lagos,"₦35,000,000",3,3,4,"Updated 22 Jun 2026, Added 09 Jun 2026"
Tastefully Spacious Room And Parlour Selfcon With Private Fitted Kitchen For Rent Lekki Conservation,1 BEDROOM MINI FLAT FOR RENT,Lekki Lagos,"₦4,000,000/year",1,1,2,"Updated 22 Jun 2026, Added 01 Jul 2025"
Tastefully Spacious Masters Bedroom In A Shared For Rent Lekki Conservation,1 BEDROOM SHARED APARTMENT FOR RENT,Lekki Lagos,"₦2,500,000/year",1,1,1,"Updated 22 Jun 2026, Added 01 Jul 2025"
Old Ikoyi Luxurious 3brm Flat With Ibrm Nq For Rent,3 BEDROOM BLOCK OF FLATS FOR RENT,Old Ikoyi Old Ikoyi Ikoyi Lagos,"₦45,000,000",3,3,4,"Updated 22 Jun 2026, Added 07 Nov 2025"
Miniflat With Separate Kitchen For Rent In A Secured Estate Osapa Lekki,1 BEDROOM MINI FLAT FOR RENT,Osapa Lekki Lagos,"₦3,500,000/year",1,1,2,"Updated 22 Jun 2026, Added 12 Nov 2025"
Miniflat With Separate Kitchen For Rent In A Secured Estate Osapa Lekki,1 BEDROOM FLAT & APARTMENT FOR RENT,Osapa Lekki Lagos,"₦3,500,000/year",1,1,2,"Updated 22 Jun 2026, Added 12 Nov 2025"
Miniflat With Separate Kitchen For Rent In A Secured Estate Osapa Lekki,1 BEDROOM FLAT & APARTMENT FOR RENT,Osapa Lekki Lagos,"₦3,500,000/year",1,1,2,"Updated 22 Jun 2026, Added 12 Nov 2025"
4 Brm Flat In Old Ikoyi For Rent,4 BEDROOM BLOCK OF FLATS FOR RENT,Old Ikoyi Old Ikoyi Ikoyi Lagos,"₦35,000,000",4,4,5,"Updated 22 Jun 2026, Added 09 Nov 2025"
Office Space To Rent In Lekki Phase 1,OFFICE FOR RENT,Lekki Business District Lekki Phase 1 Lekki Lagos,"₦65,000,000",,,,"Updated 22 Jun 2026, Added 10 Feb 2026"
Executive Miniflat,1 BEDROOM MINI FLAT FOR RENT,Igando Ikotun Igando Lagos,"₦1,100,000/year",1,1,1,"Updated 22 Jun 2026, Added 05 May 2026"
Massive Tastefully Finished Luxious 5 Bedroom Massion,5 BEDROOM DETACHED DUPLEX For Sale,Pinnock Beach Estate Osapa Lekki Lagos,"$1,300,000",5,5,6,"Updated 21 Jun 2026, Added 13 Aug 2025"
Fully Furnished 2 Bedroom,2 BEDROOM FLAT & APARTMENT FOR RENT,Off Glover Road Old Ikoyi Ikoyi Lagos,"₦35,000,000/year",2,2,3,"Updated 22 Jun 2026, Added 10 Jun 2026"
Executive Standard Miniflat,1 BEDROOM MINI FLAT FOR RENT,Aguda Ogba Ogba Lagos,"₦2,500,000/year",1,1,1,"Updated 22 Jun 2026, Added 09 Jun 2026"
Fully Serviced 4 Bedroom Semi Detached Duplex With Bq – For Rent,4 BEDROOM SEMI DETACHED DUPLEX FOR RENT,Chevron Drive Lekki Lagos,"₦8,000,000/year",4,3,5,"Updated 22 Jun 2026, Added 12 Aug 2025"
Tastefully New Furnished Miniflat For Rent In A Secured Estate Before Roundabout Orchid Road,1 BEDROOM MINI FLAT FOR RENT,Estate Lekki Lagos,"₦4,000,000/year",1,1,2,"Updated 22 Jun 2026, Added 08 Aug 2025"
Fairly New Furnished Master's Bedroom Shared Apartment For Rent B4 Roundabout Orchid Road Lekki,1 BEDROOM SHARED APARTMENT FOR RENT,Estate Lekki Lagos,"₦2,500,000/year",1,1,1,"Updated 22 Jun 2026, Added 10 Aug 2025"
Newly Renovated Room And Parlor,1 BEDROOM MINI FLAT FOR RENT,Ikate Elegushi Lekki Lagos,"₦3,500,000/year",1,1,2,"Updated 22 Jun 2026, Added 03 Mar 2026"
Spacious 4 Bedroom Semi Detached Duplex With Bq In A Serene Estate,4 BEDROOM SEMI DETACHED DUPLEX FOR RENT,Orchid Lekki Lagos,"₦15,000,000/year",4,4,5,"Updated 22 Jun 2026, Added 07 Mar 2026"
Luxury Furnished 2 Bedroom Apartment In A Prime Ikoyi Location,2 BEDROOM BLOCK OF FLATS FOR RENT,Ikoyi Lagos,"₦32,000,000/year",2,2,3,"Updated 22 Jun 2026, Added 09 Mar 2026"
