Title,Address,Property Type,Location,State,Bedrooms,Bathrooms,Toilets,Date Listed,Prices
To Let Standard Room Self Contain At Ojodu Berger,Berger Ojodu Lagos,Standard Flat / Apartment,Ojo,Lagos,0,0,0.0,2026-01-23,700000
To Let Executive Miniflat At Ijesha Surulere,Ijesha Surulere Lagos,Mini Flat,Surulere,Lagos,1,1,1.0,2026-05-07,3000000
Luxury Self Contain,Cluster One Estate By Ikota Schl B/stop Ikota Lekki Lagos,Other,Lekki,Lagos,1,1,1.0,2026-01-14,1600000
To Let Standard 2 Bedroom Flat At Ojodu Berger,Ojodu Lagos,Detached / Semi-Detached Duplex,Ojo,Lagos,2,2,2.0,2026-01-16,3000000
Well Maintained Room,By First Gate Bus Stop Jakande Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,1.0,2026-03-19,1400000
Luxury 4 Bedroom Duplex,Oral Estate Just After Chevron Toll Gate Oral Estate Lekki Lagos,Terraced Duplex,Lekki,Lagos,4,4,5.0,2026-05-30,11000000
Luxury Spacious Studio Apartment,Itedo Estate Freedom Way Lekki Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Edo,1,1,1.0,2026-03-20,4200000
Massive Spacious Room Upstairs,Bourdillon Court Estate Chevron Drive Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,1.0,2026-06-06,2000000
To Let Executive Newly Built 3 Bedroom Flat At Opic Estate,Isheri North Ojodu Lagos,Detached / Semi-Detached Duplex,Ojo,Lagos,3,3,3.0,2026-06-01,3000000
Tastefully Furnished 5 Bedroom Duplex,Megamound Estate Ikota Lekki Lagos,Terraced Duplex,Lekki,Lagos,5,5,6.0,2026-02-22,55000000
Standard Miniflat,Igando Ikotun Igando Lagos,Mini Flat,Ikotun Igando,Lagos,1,1,1.0,2026-05-05,800000
Relatively New 4 Bedroom Duplex,Lekki County Ikota Lekki Lagos,Terraced Duplex,Lekki,Lagos,4,4,5.0,2026-06-16,9500000
Newly Built 4bedroom Terrace Duplex With Central Swimming For Rent In Ologolo Lekki,Ologolo Lekki Lagos,Terraced Duplex,Lekki,Lagos,4,4,5.0,2026-05-27,9000000
To Let Standard Miniflat At Itire Surulere,Itire Ikate Surulere Lagos,Mini Flat,Surulere,Lagos,1,1,1.0,2026-06-05,2000000
Newly Built 2 Bedroom,Lekki Palm City Estate Addo Road Addo Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Lagos,2,2,3.0,2026-06-12,3800000
Luxury 2 Bedroom,Periwinkle Estate Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,3.0,2026-06-11,20000000
Ikoyi Awolowo Road 3brm Residential Semi Detached For Rent,Awolowo Road Awolowo Road Ikoyi Lagos,Terraced Duplex,Ikoyi,Lagos,3,3,5.0,2026-06-12,26000000
Yaba Onike 3 Bedrm Flat For Rent,Onike Yaba Lagos,Detached / Semi-Detached Duplex,Yaba,Lagos,3,3,4.0,2026-06-12,7500000
Gbgada Soluyi 2 Bedroom Flat For Rent,Gbagada Soluyi Soluyi Gbagada Lagos,Detached / Semi-Detached Duplex,Gbagada,Lagos,2,2,3.0,2026-06-15,5000000
4 Shops In One For Lease At Lekki Phase1 1,Lekki Phase1 Lekki Phase 1 Lekki Lagos,Commercial Property,Lekki,Lagos,4,4,4.0,2025-07-11,20000000
Tastefully Furnished Studio Apartment,Oniru Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,1,1,1.0,2026-05-19,5000000
Well Maintained 4 Bedroom Fully Furnished & Serviced Semi Detached Duplex,"Oral Extension, Lekki – Lagos). Lekki Phase 2 Lekki Lagos",Self Contain / Shared Room,Lekki,Lagos,4,2,4.0,2025-07-26,8000000
Lovely 3 Bed Penthouse With Elevator,Oniru Oniru Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,3,3,4.0,2026-01-28,25000000
3 Bedroom Maissionate For Rent In Banana Island,Banana Island Banana Island Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,3.0,2025-10-08,35000000
Golf View Luxury Living – 3 Bedroom Furnished Apartment,Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,4.0,2026-04-15,35000000
To Let Standard 2 Bedroom Flat At Ojodu Berger,Berger Ojodu Lagos,Detached / Semi-Detached Duplex,Ojo,Lagos,2,2,2.0,2026-01-16,2500000
Ikeja Oregun 500sqm Ware House For Lease,Oregun Billingsway Oregun Ikeja Lagos,Commercial Property,Ikeja,Lagos,0,0,0.0,2026-06-15,20000000
To Let Executive Miniflat At Itire Surulere,Itire Ikate Surulere Lagos,Mini Flat,Surulere,Lagos,1,1,1.0,2026-05-04,2500000
Spacious Room Apartment,Off Addo Road Addo Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Lagos,1,1,1.0,2026-05-29,900000
Newly Renovated 2 Bedroom Maisonette,Chisco Area Ikate Elegushi Lekki Lagos,Other,Lekki,Lagos,2,2,3.0,2025-08-02,8000000
To Let Executive Newly Built 3 Bedroom Duplex At Ikeja Adeniyi Jones,Adeniyi Jones Ikeja Lagos,Terraced Duplex,Ikeja,Lagos,3,3,3.0,2026-05-05,10000000
Luxury Spacious Standard 2 Bedroom Duplex With Bq (self Serviced),Chisco Ikate Ikate Elegushi Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,3.0,2025-10-28,10000000
"Ikoyi Banana Island, 4 Bedroom Terrace & Maisonettes For Let",Banana Island Banana Island Ikoyi Lagos,Self Contain / Shared Room,Ikoyi,Lagos,4,4,5.0,2025-11-09,70000000
To Let Standard Room Self Contain At Ago Palace,Ago Palace Isolo Lagos,Standard Flat / Apartment,Isolo,Lagos,0,0,0.0,2026-01-17,600000
To Let Executive Newly Built 2 Bedroom Flat At Magodo Phase One,Magodo Gra Phase 1 Ojodu Lagos,Detached / Semi-Detached Duplex,Ojo,Lagos,2,2,2.0,2026-01-23,5000000
"To Let Standard 3, Bedroom Flat At Magodo Isheri",Isheri North Ojodu Lagos,Detached / Semi-Detached Duplex,Ojo,Lagos,3,3,3.0,2026-01-23,3500000
Luxury 4 Bedroom Duplex,Oral Estate Lekki Lagos,Terraced Duplex,Lekki,Lagos,4,4,5.0,2026-06-20,15000000
Fully Serviced 4 Bedroom Duplex,Ologolo Lekki Lagos,Self Contain / Shared Room,Lekki,Lagos,4,4,5.0,2026-06-20,12000000
Ultra Luxury Serviced Living – 3 Bedroom Furnished Apartment,Victoria Island Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,3,3,4.0,2026-04-15,60000000
Newly Built 4 Bedroom Terrace Duplex With Bq For Rent Adeola Odeku Victoria Island,Adeola Odeku Victoria Island Lagos,Self Contain / Shared Room,Victoria Island,Lagos,4,4,5.0,2025-07-02,30000000
5 Bedroom Semi Detached House With Bq,"Anthony Etukudon Street, Lekki Phase 1 Lekki Phase 1 Lekki Lagos",Terraced Duplex,Lekki,Lagos,5,5,6.0,2026-06-10,40000000
Brand New Self Contain,Off Kekere Bus Stop Addo Ajah Lagos,Standard Flat / Apartment,Ajah,Lagos,1,1,1.0,2026-03-24,900000
Selfcon,Badore Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Lagos,1,1,1.0,2026-06-15,400000
To Let Standard Miniflat At Ago Palace,Ago Palace Isolo Lagos,Mini Flat,Isolo,Lagos,1,1,1.0,2026-01-08,900000
Standard Miniflat,Egan Ikotun Igando Lagos,Mini Flat,Ikotun Igando,Lagos,1,1,1.0,2026-06-03,500000
To Let Standard Miniflat At Lawanson Surulere,Lawanson Surulere Lagos,Mini Flat,Surulere,Lagos,1,1,1.0,2025-12-29,1200000
Executive Room Self Contain,Governors Road Ikotun Ikotun Igando Lagos,Standard Flat / Apartment,Ikotun Igando,Lagos,0,0,0.0,2026-06-03,700000
To Let Executive Standard 2 Bedroom Flat At Omole Phase 2,Omole Phase 2 Ojodu Lagos,Detached / Semi-Detached Duplex,Ojo,Lagos,2,2,2.0,2026-01-23,6000000
3 Bedroom Flat,Okupe Estate Mende Maryland Lagos,Detached / Semi-Detached Duplex,Maryland,Lagos,3,3,4.0,2026-04-07,7000000
Premium Semi Master’s Bedroom Upstairs,Osapa London Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,1.0,2025-10-28,2000000
Well Maintained 4 Bedroom Duplex,Off Fola Osibo Lekki Phase 1 Lekki Lagos,Terraced Duplex,Lekki,Lagos,4,4,5.0,2026-01-27,25000000
Ikeja Agidingbi Commercial Building On 2 Floors For Lease,Agidingbi/ikeja Agidingbi Ikeja Lagos,Commercial Property,Ikeja,Lagos,3,3,4.0,2025-09-27,25000000
To Let Standard Miniflat At Aguda Surulere,Aguda Surulere Lagos,Mini Flat,Surulere,Lagos,1,1,1.0,2025-12-29,1200000
A Sharp Self Gated 4bedroom Semidetached Duplex With Bq On Two Floors For Rent Osapa,Osapa London Lekki Lagos,Terraced Duplex,Lekki,Lagos,4,4,5.0,2026-06-04,10000000
Well Maintained 3 Bedroom,Safe Court Ikate Elegushi Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,3,3,4.0,2026-06-21,12000000
Office Space Available,Victoria Island Victoria Island Lagos,Commercial Property,Victoria Island,Lagos,0,0,0.0,2025-06-25,615114
Newly Built Charming Furnished 2 Bed Apartment For Rent Upstair Ilasan Lekki,Ilasan Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,3.0,2025-06-26,12000000
House For Rent,"Eleko, Ibeju Lekki Eleko Ibeju Lekki Lagos",Detached / Semi-Detached Duplex,Ibeju Lekki,Lagos,3,3,0.0,2025-01-16,8000000
Tastefully Fairly New Furnished Miniflat For Rent Estate B4 Orchid Roundabout Lekki,Estate Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,1.0,2025-08-10,2500000
Newly Built 3bedroom Duplex For Rent In Greenwhich Estate,Greenwhich Estate Alapere Kosofe Ikosi Lagos,Terraced Duplex,Kosofe Ikosi,Lagos,3,4,3.0,2025-07-16,6500000
4 Bedroom Terrace Duplex For Rent At Ogudu Gra,Ogudu Gra Ogudu Gra Ogudu Lagos,Self Contain / Shared Room,Ogudu,Lagos,4,4,5.0,2025-07-17,15000000
Tastefully 4bedroom Semidetached Duplex With Bq For Rent Chevron,Estate Lekki Lagos,Terraced Duplex,Lekki,Lagos,4,4,5.0,2025-07-20,9000000
For Office Or Resi..:5bed Detached Duplex With Bq For Rent Off Admiralty Way Lekki Phase1,Lekki Phase 1 Lekki Lagos,Terraced Duplex,Lekki,Lagos,5,5,6.0,2025-07-07,28000000
Tastefully New Single Room Selfcon Shared For Rent Orchid Road Lekki,Estate Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,1.0,2025-07-07,1400000
Office Space On Glover Road Ikoyi,Old Ikoyi Old Ikoyi Ikoyi Lagos,Commercial Property,Ikoyi,Lagos,0,0,2.0,2025-07-03,400000
3 Bedroom Apartment With Bq,Ilasan Ikate Ilasan Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,3,3,4.0,2026-03-03,10000000
Ikoyi Banana Estate 5bedroom Terrace For Rent,Banana Island Estate Banana Island Ikoyi Lagos,Self Contain / Shared Room,Ikoyi,Lagos,5,5,6.0,2026-02-27,80000000
Exquisitely Furnished 2 Bedroom,Idado Estate Idado Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,3.0,2026-03-24,12000000
Luxury Serviced 4 Bedroom Duplex,Off Ilasan New Road Ilasan Lekki Lagos,Self Contain / Shared Room,Lekki,Lagos,4,4,5.0,2026-03-24,8000000
Luxury Spacious Studio Apartment,Itedo Estate Off Freedom Way Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Edo,1,1,1.0,2026-03-20,4000000
Modern Family Living – 4 Bedroom Semi Detached Duplex,Chevron Drive Lekki Lagos,Terraced Duplex,Lekki,Lagos,4,4,5.0,2026-03-29,13000000
Exclusive Garden Living – 2 Bedroom Serviced Apartment + Bq,Banana Island Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,2,2,3.0,2026-03-29,30000000
Luxury Master Bedroom For 10 Months,Ocean Bay Estate Off Orchid Road Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,1.0,2026-03-27,1800000
Newly Built Almost Completed 4bed Semidetached Duplex With Bq For Rent Chevron Lekki,Estate Lekki Lagos,Terraced Duplex,Lekki,Lagos,4,4,5.0,2025-09-01,15000000
5 Bedroom Semi Detached Duplex + Bq,Idado Lekki Lagos,Terraced Duplex,Lekki,Lagos,5,5,6.0,2025-08-27,12000000
"Tastefully Massive New 5bedroom Detached Duplex With Bq,pool For Rent In A Secured Estate Chevron",Estate Lekki Lagos,Terraced Duplex,Lekki,Lagos,5,5,6.0,2025-09-01,20000000
To Let – Serviced 3 Bedroom Flat (upstairs),Ikate Elegushi Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,3,3,4.0,2025-09-03,9000000
A Sharp Single Room Selfcon Shared For Rent In Royal Pine Orchid Lekki Video Available,Estate Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,1.0,2025-08-16,1500000
Master's Bedroom In A Shared Apartment For Rent Orchid Road Secured Estate,Estate Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,1.0,2025-07-25,2500000
A Sharp Single Room Selfcon Shared Apartment For Rent B4 Orchid Roundabout In Lekki,Estate Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,1.0,2025-09-19,1500000
A Sharp Master's Bedroom For Rent In A Shared Apartment Before Roundabout Orchid Road Lekki,Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,1.0,2025-09-13,2000000
"A Sharp Master's Bedroom For Rent In A Shared Apartment, Before Roundabout, Orchid Road Lekki",Estate Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,1.0,2025-09-13,2500000
Fully Furnished & Serviced Luxury 2 Bedroom Apartment With Swimming Pool,Ikate Elegushi Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,3.0,2025-09-14,13000000
A Sharp Spacious 4bedroom Terrace Duplex For Rent After Orchid Roundabout Lekki,Estate Lekki Lagos,Self Contain / Shared Room,Lekki,Lagos,4,4,5.0,2025-09-15,6000000
Newly Built 4bedroom Terrace Duplex With Bq For Rent Ologolo Lekki,Ologolo Lekki Lagos,Self Contain / Shared Room,Lekki,Lagos,4,4,5.0,2025-09-09,8000000
Exquisite 5 Bedroom Terrace Duplex With 2 Bqs,Parkview Estate Ikoyi Lagos,Terraced Duplex,Ikoyi,Lagos,5,5,6.0,2025-09-21,60000000
Spacious Semi Master’s Bedroom (upstairs),Orchid Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,1.0,2025-10-11,1700000
Miniflat Upstairs For Rent After Orchid Roundabout Orchid Road Lekki,Estate Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,1.0,2025-10-12,3000000
"Modern Luxury Studio Apartment With Open Plan Kitchen – Orchid, Lekki",Orchid Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,1.0,2025-10-27,2800000
"Very Spacious 1 Bedroom & Parlor Miniflat | Royal Pine Estate, Orchid, Lekki",Royal Pine Lekki Lagos,Mini Flat,Lekki,Lagos,1,1,2.0,2025-10-28,4500000
Newly Built Studio Apartment Upstairs With Personal Kitchen,Agungi Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,1.0,2025-10-28,2800000
Spacious Standard Studio Master’s Bedroom Apartment With Fitted Personal Kitchen Upstairs,Chevron Drive Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,1.0,2025-10-28,3000000
Newly Built 10 Units Of 4bedroom Terrace Duplex With Bq &pool For Rent Lekki Phase1,Lekki Phase 1 Lekki Lagos,Self Contain / Shared Room,Lekki,Lagos,4,4,5.0,2025-11-17,25000000
Fully Furnished 4 Bedroom Semi Detached Duplex With Bq & Generator,Osapa Lekki Lagos,Terraced Duplex,Lekki,Lagos,4,4,5.0,2025-11-18,15000000
Furnished 4 Bedroom Duplex,Osapa London Osapa London Lekki Lagos,Terraced Duplex,Lekki,Lagos,4,4,5.0,2026-06-15,20000000
Well Maintained 5 Bed Duplex,Oniru Victoria Island Lagos,Self Contain / Shared Room,Victoria Island,Lagos,5,5,6.0,2026-02-24,25000000
Fully Furnished Room And Parlor,Off Admiralty Way Lekki Phase 1 Lekki Lagos,Mini Flat,Lekki,Lagos,1,1,2.0,2026-02-25,12000000
Brand New Room And Parlor,Close To Addo Road Roundabout Badore Ajah Lagos,Mini Flat,Ajah,Lagos,1,1,1.0,2026-06-06,2500000
Luxury Spacious Master Bedroom,Salem Ikate Ikate Elegushi Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2.0,2026-06-07,4500000
Spacious Serviced Master Bedroom,Off Blenco Supermarket Ikate Elegushi Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2.0,2026-06-07,4700000
Standard Master Studio Bedroom,Idado Estate Idado Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,1.0,2026-06-07,3200000
Tastefully Furnished Masters Bedroom,Idado Estate Idado Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,1.0,2026-06-07,3300000
To Let Executive New Room Self Contain At Ayobo,Ayobo Ipaja Lagos,Standard Flat / Apartment,Ipaja,Lagos,0,0,0.0,2026-06-09,750000
To Let Executive Miniflat At Ojuelegba Surulere Lagos,Ojuelegba Surulere Lagos,Mini Flat,Surulere,Lagos,1,1,1.0,2026-06-09,2000000
Newly Renovated Room Upstairs,Off Platinum Way Ikate Jakande Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,1.0,2026-06-06,1500000
To Let Standard Miniflat At Itire Surulere Lagos,Itire Ikate Surulere Lagos,Mini Flat,Surulere,Lagos,1,1,1.0,2026-06-05,1800000
Brand New Fully Serviced 2 Bedroom,Ologolo Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,3.0,2026-06-08,9000000
Luxury Fully Serviced Room And Parlor,Orchid Road Lekki Lagos,Mini Flat,Lekki,Lagos,1,1,2.0,2026-06-08,5000000
Luxury Spacious 2 Bedroom,Oniru Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,2,2,3.0,2026-02-11,15000000
Furnished And Fully Serviced 4 Bed Duplex,Urban Prime 4 Estate By Adesanya R/about Ajah Lagos,Terraced Duplex,Ajah,Lagos,4,4,5.0,2026-03-31,12000000
To Let Executive 2 Bedroom Flat At Igando Lagos,Igando Ikotun Igando Lagos,Detached / Semi-Detached Duplex,Ikotun Igando,Lagos,2,2,2.0,2026-01-12,2600000
To Let Executive Standard Room Self Contain At Palmgrove Shomolu,Palmgroove Shomolu Lagos,Standard Flat / Apartment,Shomolu,Lagos,0,0,0.0,2025-12-30,1200000
Modern Luxury Living – 4 Bedroom Terrace Duplex,Ikate Elegushi Lekki Lagos,Self Contain / Shared Room,Lekki,Lagos,4,4,5.0,2026-04-14,25000000
Waterfront Elite Living – 4 Bedroom Apartment,Banana Island Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,4,4,5.0,2026-04-15,60000000
4 Bedroom Semi Detached Duplex,Ikate Elegushi Lekki Lagos,Terraced Duplex,Lekki,Lagos,4,4,5.0,2026-04-15,30000000
3 Bedroom Fully Serviced Apartment + Pool,Ikate Elegushi Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,3,3,4.0,2026-04-17,18000000
Luxury 4 Bedroom Duplex,Banana Island Ikoyi Lagos,Self Contain / Shared Room,Ikoyi,Lagos,4,4,5.0,2026-05-25,50000000
Luxury Room And Parlor,Salem Axis Ikate Elegushi Lekki Lagos,Mini Flat,Lekki,Lagos,1,1,2.0,2026-05-26,6200000
Fully Serviced & Fully Furnished 3 Bedroom Apartment In Banana Island,Banana Island Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,4.0,2026-03-10,35000000
Luxury Furnished 4 Bedroom Duplex In Chevron,Chevron Drive Lekki Lagos,Terraced Duplex,Lekki,Lagos,4,4,5.0,2026-03-10,18000000
Luxury 5 Bedroom Fully Detached Duplex In A Secured Estate,Osapa Lekki Lagos,Terraced Duplex,Lekki,Lagos,5,5,6.0,2026-03-10,20000000
Serviced 4 Bedroom Terrace Duplex In A Secure Environment,Chevron Drive Lekki Lagos,Self Contain / Shared Room,Lekki,Lagos,4,4,5.0,2026-03-08,12000000
Newly Built 4 Bedroom Terrace Duplex With Premium Features,Ikate Elegushi Lekki Lagos,Self Contain / Shared Room,Lekki,Lagos,4,4,5.0,2026-03-11,25000000
Newly Built 3 Bedroom,Badore Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Lagos,3,3,4.0,2026-03-05,3500000
Spacious Luxury Master Bedroom,In Between Ikota And Vgc Ikota Lekki Lagos,Standard Flat / Apartment,Lekki,Lagos,1,1,1.0,2026-03-07,3000000
Iyana Ipaja Opeki 6bedroom Filly Furnished Blocks Of Flat For Lease,Iyana Ipaja Opeki Iyana Ipaja Ipaja Lagos,Detached / Semi-Detached Duplex,Ipaja,Lagos,2,3,3.0,2026-03-11,50000000
Spacious 4 Bedroom Semi Detached Duplex With Boys’ Quarters,Ikota Lekki Lagos,Terraced Duplex,Lekki,Lagos,4,4,5.0,2026-03-11,11000000
Luxury Spacious Master Bedroom,Van Daniel Estate Orchid Road Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,1.0,2026-03-13,2500000
Spacious 4 Bedroom Semi Detached Duplex With Boys’ Quarters And Fitted Acs,Chevron Drive Lekki Lagos,Terraced Duplex,Lekki,Lagos,4,4,5.0,2026-03-09,12000000
Executive New 2 Bedroom Flat,Berger Ojodu Lagos,Detached / Semi-Detached Duplex,Ojo,Lagos,2,2,2.0,2026-05-08,4000000
Luxury Room Apartment,Ibrahim Odofin Street Agungi Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,1.0,2026-06-17,1300000
Well Maintained 2 Bedroom,Off Cooperative Estate Road Badore Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Lagos,2,2,3.0,2026-06-17,2300000
Commercial 5 Bedroom Duplex,Berger Ojodu Lagos,Other,Ojo,Lagos,5,5,5.0,2026-06-16,25000000
New Spacious Studio Apartment,Royal Pine Estate Orchid Road Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,1.0,2026-03-14,3000000
"To Let: Fully Serviced 3 Bedroom Apartment – Ikate, Lekki",Ikate Elegushi Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,3,3,4.0,2025-11-21,15000000
Affordable Estate Living – Apartment,Ikota Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,1.0,2026-04-17,3000000
Lekki 2 Ajah 1 Bedroom Flat For Rent Sales,Lekki 2 Lekki Phase 2 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2.0,2026-05-07,5000000
A Well Maintained Semi Detached 3 Bedroom Edroom Duplex,Off Awolowo Road South West Ikoyi Lagos Awolowo Road Ikoyi Lagos,Terraced Duplex,Ikoyi,Lagos,3,3,4.0,2026-06-10,26000000
To Let Executive Newly Built Miniflat At Itire Surulere,Itire Ikate Surulere Lagos,Mini Flat,Surulere,Lagos,1,1,1.0,2026-06-09,2000000
To Let Executive Newly Built Miniflat At Ojuelegba Surulere,Ojuelegba Surulere Lagos,Mini Flat,Surulere,Lagos,1,1,1.0,2026-05-04,2500000
To Let Executive Miniflat At Lawanson Surulere Lagos,Lawanson Surulere Lagos,Mini Flat,Surulere,Lagos,1,1,1.0,2026-06-09,2500000
Luxury Spacious Standard Room,Walking Distance From The Estate Gate Oral Estate Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,1.0,2026-06-20,1800000
To Let Executive 2 Bedroom Flat At Ipaja Lagos,Ipaja Lagos,Detached / Semi-Detached Duplex,Ipaja,Lagos,2,2,2.0,2026-01-08,1300000
Tastefully Furnished Room And Parlor,Lekki Phase 1 Lekki Lagos,Mini Flat,Lekki,Lagos,1,1,2.0,2026-01-28,16000000
Fully Serviced 2 Bedroom,Adjacent Dome Church Freedom Way Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Edo,2,2,3.0,2026-01-29,14000000
Tastefully Furnished 3 Bedroom,Banana Island Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,4.0,2026-01-29,60000000
Lekki 1 Ologolo 2 Bedroom Flat For Rent,Ologolo Ologolo Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,3.0,2026-05-15,23000000
Lekki 1 Ikate 3bedroom Apartment For Rent,Lekki1 Ikate Ikate Elegushi Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,3,3,4.0,2026-05-15,18000000
Ocean Bay Estate 2 Bedroom Apartment,Ocean Drive Estates Chevron Drive Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,3.0,2026-05-14,6000000
Ikoyi Banana Island 5 Bedroom Detached House For Rent,Banana Island Banana Island Ikoyi Lagos,Terraced Duplex,Ikoyi,Lagos,5,5,6.0,2026-05-18,125000000
Single Tenant Takes All:12units Of 3 Bedroom Apartment With Bq For Rent Old Ikoyi Lagos,Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,4.0,2025-11-22,25000000
Lekki Phase1 Land For Lease,Lekki Phase 1 Lekki Phase 1 Lekki Lagos,Land,Lekki,Lagos,0,0,0.0,2025-12-12,60000000
To Let Executive Newly Built Miniflat At Lawanson Surulere,Lawanson Surulere Lagos,Mini Flat,Surulere,Lagos,1,1,1.0,2026-05-04,2500000
4 Bedroom Water Front Maissonaite,Bourdillon Road Bourdillon Ikoyi Lagos,Other,Ikoyi,Lagos,4,4,5.0,2026-05-04,60000000
To Let Executive Newly Built Miniflat At Fadeyi Shomolu,Fadeyi Shomolu Lagos,Mini Flat,Shomolu,Lagos,1,1,1.0,2026-05-02,2000000
