Title,Address,Property Type,Location,State,Bedrooms,Bathrooms,Date Listed,Prices
4 Bedroom Apartment With Bq,Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,4,0,2025-11-24,85000000
3 Bedroom Apartment,Old Ikoyi Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2026-02-25,29999999
New 4 Bedroom Apartment With Bq,Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,4,4,2026-02-25,49999999
3 Bedroom Apartment,"Banana Island Estate, Ikoyi Lagos",Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2026-03-03,59900000
3 Bedroom Apartment,Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,2,2026-03-03,30000000
3 Bedroom Apartment +bq+gym+pool,Banana Island Estate Banana Island Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,2,2026-03-03,59500000
3 Bedroom Apartment,Old Ikoyi Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-11-09,25000000
4 Bedroom Apartment +bq+gym+pool,Banana Island Estate Banana Island Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,4,4,2025-12-03,60000000
Luxury 2 Bedroom Apartment + Bq+pool+gym,Old Ikoyi Old Ikoyi Ikoyi Lagos,Luxury Apartment,Ikoyi,Lagos,2,2,2026-06-11,35000000
3 Bedroom Apartment + Bq+pool+gym,Banana Island Estate Banana Island Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2026-03-02,95000000
3 Bedroom Apartment + Bq+ Elevator Etc,Banana Island Estate Banana Island Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2026-02-15,39999999
3 Bedroom Flat,Banana Island Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2026-05-18,50000000
Fully Serviced 4 Bedroom Maisonette (first Floor),Banana Island Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,4,4,2026-06-05,50000000
Spacious Mini Flat,Osapa London Lekki Lagos,Mini Flat,Lekki,Lagos,1,1,2026-05-26,4700000
Furnished 2 Bedroom Flat,Vgc Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,0,0,2026-01-16,7500000
2 Bedroom Apartment,1st Roundabout Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,0,2026-05-06,15000000
4 Bedroom Penthouse Apartment,Old Ikoyi Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,4,4,2026-02-25,70000000
Luxury 4 Bedroom Apartment + Pool+gym,Off Banana Island Road Ikoyi Lagos,Luxury Apartment,Ikoyi,Lagos,4,4,2026-03-05,45000000
Furnished 3 Bedroom Pent Floor Apartment,Banana Island Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,2,2026-05-20,65000000
Luxury 4 Bedroom Apartment With Bq,Kofo Abayomi Victoria Island Lagos,Luxury Apartment,Victoria Island,Lagos,4,5,2026-06-02,70000000
1 Bedroom Flat,Osapa London Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-05-24,4000000
Studio Apartment,Osapa London Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-05-25,4000000
Spacious Semi Masters,Ikate Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-06-04,3200000
Single Bedroom,Chevron Drive Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-06-01,2000000
Spacious 3 Bedroom Flat,"Carlton Gate Estate, Akobo Ibadan Oyo",Detached / Semi-Detached Duplex,Ibadan,Oyo,3,3,2026-04-04,5000000
Spacious Semi Masters Room,Orchid Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-06-03,2000000
Spacious Single Room,Ikota Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-05-27,1600000
Furnished 4 Bedroom Duplex,"Kolapo Ishola Gra, Akobo Ibadan Oyo",Terraced Duplex,Ibadan,Oyo,4,4,2026-03-23,12000000
3 Bedroom Flat,Akobo Ibadan North Oyo,Detached / Semi-Detached Duplex,North,Oyo,3,4,2026-05-22,7000000
3 Bedroom Flat,"Okebadan , Off Akala Akobo Way Ibadan Oyo",Detached / Semi-Detached Duplex,Ibadan,Oyo,3,3,2026-04-07,2300000
Semi Masters Room,Orchid Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-06-02,2400000
4 Bedroom Detached House,Kimmie Prime Estate Ibadan Oyo,Terraced Duplex,Ibadan,Oyo,4,4,2026-03-25,7500000
3 Bedroom Apartment,Banana Island Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,2,2026-02-10,40000000
Studio Apartment,Osapa London Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-06-04,4000000
Big Studio Room,Osapa London Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-06-04,3000000
Miniflat,Ikota Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-05-31,3200000
Newly Built Room And Parlour Self Contained,Alafara/ Nihort Off Jericho Extension Ibadan South East Oyo,Detached / Semi-Detached Duplex,East,Oyo,1,1,2026-05-12,700000
Brand New Furnished 3 Bedroom Penthouse,Ologolo Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,3,3,2026-05-29,14000000
Studio Apartment,Orchid Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-06-03,4000000
Semi Masters Room,Osapa London Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-05-25,3000000
Newly Built Room And Parlour Self Contained,Alafara / Nihort Off Jericho Extension Ibadan North West Oyo,Detached / Semi-Detached Duplex,West,Oyo,1,1,2026-05-12,700000
3 Bedroom Flat,Kolapo Ishola Gra Phase 2 Akobo Ibadan Oyo,Detached / Semi-Detached Duplex,Ibadan,Oyo,3,3,2026-04-04,6000000
3 Bedroom Apartment In Akobo Ibadan,"Moyede Street , Anifalaje Akobo Ibadan Oyo",Detached / Semi-Detached Duplex,Ibadan,Oyo,3,3,2026-05-28,2000000
Master Bedroom With Big Balcony,Orchid Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-06-08,2900000
Grandiose 2 Bedroom Luxury Apartment,Old Ikoyi Ikoyi Lagos,Luxury Apartment,Ikoyi,Lagos,2,2,2026-04-29,35000000
12 Units Of 3 Bedroom Luxury Apartment,Old Ikoyi Ikoyi Lagos,Luxury Apartment,Ikoyi,Lagos,3,3,2026-01-27,60000000
Furnished 3 Bedroom Apartment,Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2026-02-17,55000000
3 Bedroom Apartment,Old Ikoyi Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-11-05,35000000
Premium 2 Bedroom Apartment,Banana Island Estate Banana Island Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,2,2,2026-03-07,28000000
Spacious Studio Downstairs,Agungi Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-06-01,3500000
Furnished 2 Bedroom Apartment,Jericho Gra Ibadan Oyo,Detached / Semi-Detached Duplex,Ibadan,Oyo,2,2,2026-05-17,7000000
Master Bedroom With Balcony,Osapa London Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-06-05,3500000
Masters Bedroom Available,Ikota Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-06-05,2700000
Semi Masters Room,Ikota Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-05-27,2000000
Furnished 3 Bedroom Apartment,Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,3,3,2026-02-11,60000000
2 Bedroom Flat,"Idi Iroko, Soka Ibadan Oyo",Detached / Semi-Detached Duplex,Ibadan,Oyo,2,2,2026-04-29,800000
Single Room Upstairs,Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-06-04,1800000
Room Downstairs,Ikota Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-06-02,1400000
Semi Masters Room,Orchid Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-06-03,1700000
Spacious Masters Room,Ikota Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-05-27,2600000
2 Units Of 2 Bedroom Flat,Okebadan Estate Akobo Ibadan Oyo,Detached / Semi-Detached Duplex,Ibadan,Oyo,2,2,2026-05-24,2500000
3 Bedroom Apartment,Oniru Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,3,3,2026-03-07,35000000
2 Bedroom Flat,"Opelope Olorun Estate , Elewuro Akobo Akobo Ibadan Oyo",Detached / Semi-Detached Duplex,Ibadan,Oyo,2,2,2026-04-16,1200000
2 & 3 Bedroom Flats,Alalubosa Gra Ibadan North Oyo,Detached / Semi-Detached Duplex,North,Oyo,2,3,2026-05-08,5000000
Newly Built Room And Parlour Self Contained,"Riche Garden Estate, Behind Foodco, Off Ring Road, Ibadan North West Oyo",Detached / Semi-Detached Duplex,West,Oyo,1,1,2026-05-12,3000000
3 Bedroom Apartment,Ikoyi Banana Island Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2026-02-15,35000000
Spacious 3 Bedroom Apartment,Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2026-05-12,60000000
3 Bedroom Flat,Kolapo Ishola Gra Akobo Ibadan Oyo,Detached / Semi-Detached Duplex,Ibadan,Oyo,3,3,2026-05-13,5000000
Newly Built 2 Bedroom Apartment,"Abanla, Ologuneru, Ibadan Ibadan North Oyo",Detached / Semi-Detached Duplex,North,Ogun,2,2,2026-05-07,2000000
Master Bedroom With Balcony,Osapa London Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-05-25,3500000
1 Bedrooom Flat,Oniru Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,1,1,2026-05-18,9000000
3 Bedroom Flat,"Kolapo Ishola Gra, Akobo Ibadan Oyo",Detached / Semi-Detached Duplex,Ibadan,Oyo,3,3,2026-03-26,2700000
Ample 4 Bedroom Maisonette (fully Serviced),Banana Island Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,4,4,2026-06-05,40000000
2 Bedroom Apartment,Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,2,2,2026-02-11,47200000
Single Room Upstairs,Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-06-03,2000000
Spacious Masters Bedroom,Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-06-03,3500000
3bedroom Flat,Okebadan Estate Akobo Ibadan Oyo,Detached / Semi-Detached Duplex,Ibadan,Oyo,3,3,2026-05-23,2500000
3 Bedroom Apartment In Akobo Ibadan,"Moyede Street, Anifalaje , Akobo Akobo Ibadan Oyo",Detached / Semi-Detached Duplex,Ibadan,Oyo,3,3,2026-05-28,2000000
Master Bedroom,Ikota Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-06-05,3200000
Spacious Room,Chevron Alternative Route Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-05-31,2300000
Room And Palour,Bodija Ibadan Oyo,Detached / Semi-Detached Duplex,Ibadan,Oyo,1,1,2026-05-19,1000000
8 Units Of 3 Bedroom Luxury Apartment,Oniru Victoria Island Lagos,Luxury Apartment,Victoria Island,Lagos,3,3,2026-03-03,25000000
New Built Spacious 3 Bedroom Apartment,Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,3,3,2026-04-09,35000000
2 Bedroom Flat,Ikolaba Gra Ibadan Oyo,Detached / Semi-Detached Duplex,Ibadan,Oyo,2,2,2026-05-19,4000000
Room Self Contained,Life Camp Abuja,Detached / Semi-Detached Duplex,Camp,Abuja,0,0,2026-02-27,1500000
Small Studio,Agungi Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-06-05,2000000
2 Bedroom Penthouse Apartment,Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,2,0,2026-05-14,20000000
Bq,Ikota Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-06-05,550000
3 Bedroom Pent Floor Apartment,Parkview Estate Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2026-01-27,20000000
2 Bedroom Flat,"Off Lekki Epe Expressway, Ajah Lagos",Detached / Semi-Detached Duplex,Ajah,Lagos,2,0,2026-01-16,2500000
3 Bedroom Apartment,"Peace Estate , Ajila Off Akala Express Ibadan Oyo",Detached / Semi-Detached Duplex,Ibadan,Oyo,3,3,2026-03-30,700000
Corporate 4 Bedroom Apartment With Bq/tennis/pool,Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,4,4,2026-03-03,55000000
Single Room Upstairs,Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-06-03,2800000
Fully Serviced 3 Bedroom Apartment,Banana Island Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2026-06-05,35000000
Furnished 3 Bedroom Luxury Apartment,Victoria Island Lagos,Luxury Apartment,Victoria Island,Lagos,3,3,2026-02-19,60000000
Fully Serviced 2 Bedroom Luxury Apartment,Old Ikoyi Ikoyi Lagos,Luxury Apartment,Ikoyi,Lagos,3,2,2026-03-03,55000000
3 Bedroom Apartment,Banana Island Estate Banana Island Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-10-24,94000000
3 Bedroom Flat With Bq/tennis/pool,Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,2,2025-12-04,30000000
Fully Furnished 4 Bedroom Duplex + Bq,Engr Lere Adigun Gra Basorun Ibadan Oyo,Terraced Duplex,Ibadan,Oyo,4,4,2026-04-06,15000000
4 Units Of 2 Bedroom Apartment,Isokan Estate Akobo Ibadan Oyo,Detached / Semi-Detached Duplex,Ibadan,Oyo,2,2,2026-04-15,2000000
2 Bedroom Apartment,Kolapo Ishola Gra Akobo Ibadan Oyo,Detached / Semi-Detached Duplex,Ibadan,Oyo,2,2,2026-05-12,6000000
4 Bedroom Flat,Maitama Abuja,Detached / Semi-Detached Duplex,Maitama,Abuja,4,0,2025-12-12,15000000
Room,Osapa London Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-05-25,2600000
Single Room Upstairs,Orchid Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-06-04,2000000
Mini Flat,Orchid Lekki Lagos,Mini Flat,Lekki,Lagos,1,1,2026-06-04,5000000
Semi Masters Upstairs,Orchid Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-06-01,1800000
Spacious Master Bedroom,Ikota Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-05-29,2800000
2 Bedroom Apartment,"Kolapo Ishola Gra, Akobo Ibadan Oyo",Detached / Semi-Detached Duplex,Ibadan,Oyo,2,2,2026-05-06,6000000
3 Bedroom Flat,Old Bodija Rotimi Williams Estate Bodija Ibadan Oyo,Detached / Semi-Detached Duplex,Ibadan,Oyo,3,3,2026-05-11,4000000
Furnished 3 Bedroom Bungalow,"Legacy Estate, Kolapo Ishola Gra Akobo Ibadan Oyo",Detached / Semi-Detached Duplex,Ibadan,Oyo,3,3,2026-04-01,10000000
3 Bedroom Duplex Pool,Kolapo Ishola Gra Akobo Ibadan Oyo,Terraced Duplex,Ibadan,Oyo,3,3,2026-03-17,4000000
Spacious 2 Bedroom Flat,"Podo Area Along Odo Ona Mog 77 Hotel, Akala Express Ibadan Oyo",Detached / Semi-Detached Duplex,Ibadan,Oyo,2,2,2026-04-22,2500000
Studio Apartment,Osapa London Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-05-25,3500000
Luxury 3 Bedroom Apartment With Bq,Adeola Odeku Victoria Island Lagos,Luxury Apartment,Victoria Island,Lagos,3,3,2025-11-14,45000000
3 Bedroom Apartment,Ahmadu Bello Way Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,3,0,2026-05-06,40000000
Premium 3 Bedroom Furnished Apartment (ocean View),Eko Atlantic City Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,3,3,2026-06-16,84000000
Studio,Ikota Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-06-08,2200000
Semi Masters Room,Osapa London Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-05-28,2300000
3 Bedroom Apartment With Essential Facilities,Parkview Estate Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2026-03-16,30000000
3 Bedroom Apartment With Excellent Facilities,Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2026-04-29,35000000
4 Bedroom Duplex,Jericho Ibadan North West Oyo,Terraced Duplex,West,Oyo,4,4,2026-05-13,12000000
2 Bedroom Flat,Heritage Estate Akala Express Ibadan Oyo,Detached / Semi-Detached Duplex,Ibadan,Oyo,2,2,2026-04-11,1500000
Commercial Room And Parlour Self Contain,Mokola Idishin Ibadan Oyo,Detached / Semi-Detached Duplex,Ibadan,Oyo,0,0,2026-04-23,800000
4 Bedroom Apartment With Bq,Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,4,3,2026-03-01,60000000
4 Bedroom Apartment With Bq,Banana Island Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,4,4,2025-11-21,60000000
3 Bedroom Apartment,Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2026-02-27,40000000
2 Bedroom Apartment,"Palace Estate, Akala Akobo Ibadan Oyo",Detached / Semi-Detached Duplex,Ibadan,Oyo,2,2,2026-03-31,2000000
1bed,Badore Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Lagos,1,1,2026-06-20,2500000
Spacious Guest Room,Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-05-28,1800000
Mini Flat Available,Orchid Lekki Lagos,Mini Flat,Lekki,Lagos,1,1,2026-06-08,5000000
Furnished 1 Bedroom Flat,"Sharp Corner , Oluyole Extension, Oluyole Estate Ibadan Oyo",Detached / Semi-Detached Duplex,Ibadan,Oyo,1,1,2026-04-29,3000000
2 Bedroom Flat,Oluyole Estate Ibadan Oyo,Detached / Semi-Detached Duplex,Ibadan,Oyo,2,2,2026-06-05,2500000
Newly Furnished/serviced 3 Bedroom Apartment For Rent,Jahi Abuja,Detached / Semi-Detached Duplex,Jahi,Abuja,3,3,2026-02-20,25000000
Stylish 3 Bedroom Apartment For Annual Rent,Jahi Abuja,Detached / Semi-Detached Duplex,Jahi,Abuja,3,4,2026-02-20,25000000
?? Nice Mini Flat In Oniru V/ I Lagos,Prince Ademola Oniru Lagos Palace Road Victoria Island Lagos,Mini Flat,Victoria Island,Lagos,1,1,2026-06-23,5000000
Spacious 3 Bedroom Apartment,Abacha Estate Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2026-06-05,35000000
Fully Serviced Studio Apartment With Open Kitchen,Emcel Garden Estate Orchid Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-06-05,1250000
Studio Apartment With Mini Palour &open Kitchen,Ocean Harbor Estate Orchid Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-06-23,4500000
4 Bedroom Tastefully Furnished Apartment,Kofo Abayomi Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,4,4,2026-06-05,100000000
Service Standard 2 Bedroom Flat Apartment,Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,2,2,2026-06-05,18000000
Serviced Room Selfcontain With Shared Kitchen,Orchid Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-06-23,2000000
Spacious Shared Apartment,Osapa London Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-06-23,2000000
Executive 3bed Rooms Flat In Isolo Ajao Estate,Ajao Estate Lagos Mainland Ajao Estate Isolo Lagos,Detached / Semi-Detached Duplex,Isolo,Lagos,3,3,2026-06-05,3500000
Newly Built 2 Bedroom Flat,5th Ave Festac Town Amuwo Odofin Lagos,Detached / Semi-Detached Duplex,Amuwo Odofin,Lagos,2,2,2026-05-11,3500000
2 Bedroom Flat,"Unity Estate, Amuwo Amuwo Odofin Lagos",Detached / Semi-Detached Duplex,Amuwo Odofin,Lagos,2,3,2026-05-11,4000000
Executive 3bed Rooms Flat In Isolo Ajao Estate,Ajao Estate Lagos Mainland Ajao Estate Isolo Lagos,Detached / Semi-Detached Duplex,Isolo,Lagos,3,3,2026-06-05,3000000
Spacious Master Bed Room In A Shared Apartment,Badore Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Lagos,1,1,2026-06-05,800000
Executive Room & Parlor @ Akoto Estate Oluyole Exten,"No 11, Oju Oluwa Street Akobo Estate Oluyole Extension Elebu Ibadan Akala Express Ibadan Oyo",Detached / Semi-Detached Duplex,Ibadan,Oyo,1,1,2026-06-05,900000
Brand New Serviced Room Selfcontain With Shared Kitchen,Orchid Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-06-23,1600000
Spacious Lovely 1bedroom Apartment,Ikota Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-06-05,2500000
Spacious Studio Apartment,Chevron Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-06-23,2800000
Spacious Lovely 2 Bedroom Apartment,Badore Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Lagos,2,2,2026-06-05,3600000
2 Bedroom Flat Apartment,Lekki Scheme 2 Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Lagos,2,2,2026-06-05,90000000
Standard Miniflat,Chevron Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-06-23,3500000
3 Bedroom Flat Apartment,Lekki Scheme 2 Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Lagos,3,3,2026-06-05,7000000
2 Bedroom Flat,Estate Alpha Beach Road Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,3,2026-05-18,5000000
Mini Flat,Eletu Osapa London Lekki Lagos,Mini Flat,Lekki,Lagos,1,1,2026-05-18,4000000
Modern Room And Parlor At Prime Location Challenge,"No 10, Shalom Street Challenge Ibadan Challenge Ibadan Oyo",Detached / Semi-Detached Duplex,Ibadan,Oyo,1,2,2026-06-05,1200000
6 Units Beautifully Built And Furnished 3 Bed Duplexes,Ikeja Gra Ikeja Lagos,Terraced Duplex,Ikeja,Lagos,3,3,2026-05-26,30000000
Serviced Room Selfcontain With Shared Kitchen,Ikate Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-06-23,2500000
Serviced Studio Apartment With Private Balcony,Ikate Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-06-23,4500000
Fully Serviced Converted 2 Bedroom Apartment,Orchid Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,3,2026-05-19,5500000
Fully Serviced Room Selfcontain With Self Kitchen,Orchid Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-06-05,2300000
Newly Furnished/serviced 3 Bedroom Apartment For Rent,Jahi Abuja,Detached / Semi-Detached Duplex,Jahi,Abuja,3,3,2026-02-20,25000000
Serviced 1 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-06-16,8500000
Brand New Room Selfcontain With Share Kitchen,Orchid Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-06-16,1800000
Fully Furnished Room Selfcontain With Shared Kitchen,Orchid Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-06-20,2500000
Spacious 1bedroom Apartment,Badore Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Lagos,1,1,2026-06-05,2000000
"Luxurious, Standared And Spacious 1 Bedroom Duplex",Ilasan Lekki Lagos,Terraced Duplex,Lekki,Lagos,1,1,2026-05-29,5000000
Beautiful 2 Bedroom Flat Apartment,Estate Sangotedo Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Edo,2,2,2026-06-08,4000000
A Standard 4 Bedroom Duplex Apartment,"Good Estate, Badore Ajah Lagos",Terraced Duplex,Ajah,Lagos,0,0,2026-02-12,5000000
2 Bedroom Flat,Remlek Estates Badore Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Lagos,0,0,2026-05-26,3000000
A Standard 2 Bedroom Flat,"Harmony Estates, Ado Ajah Lagos",Detached / Semi-Detached Duplex,Ajah,Lagos,0,0,2026-01-22,1700000
A Standard Mini Flat,Westend Estate Badore Ajah Lagos,Mini Flat,Ajah,Lagos,0,0,2026-02-09,1500000
Room Self Contained,Unity Estates Badore Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Lagos,0,0,2026-01-10,1000000
A Standard 2 Bedroom Flat,"Peace Villa Estates, Badore Ajah Lagos",Detached / Semi-Detached Duplex,Ajah,Lagos,0,0,2026-01-09,2500000
3 Bedroom Flat,Unity Estates Badore Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Lagos,0,0,2026-05-26,3500000
A Standard Mini Flat,Rock Stone Badore Ajah Lagos,Mini Flat,Ajah,Lagos,0,0,2026-02-12,1600000
A Standard Room Self Contained,Badore Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Lagos,0,0,2026-01-22,1000000
Shared Apartment,Akins Estates Ado Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Lagos,0,0,2026-01-13,900000
Master Bedroom In A Shared Apartment,Westend Estate Lekki County Ikota Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,0,0,2026-01-20,2900000
Mini Flat,Westend Estate Lekki County Ikota Lekki Lagos,Mini Flat,Lekki,Lagos,0,0,2026-01-20,4000000
A Standard 3 Bedroom Flat In Seaside,"Seaside Estates, Badore Ajah Lagos",Detached / Semi-Detached Duplex,Ajah,Lagos,0,0,2026-01-22,3000000
A Standard 1 Bedroom Apartment,"Good Estate, Banana Island Ikoyi Lagos",Detached / Semi-Detached Duplex,Ikoyi,Lagos,0,0,2026-02-12,20000000
